start	end	text
0	8160	战友好战友好
9800	13120	现在啊我得把这音乐关
17360	21000	当当当当
21320	22840	哎呀我的娘呀
22840	27760	这流不低了流不低了流不低了流不低了
28320	30480	5月24号春季战友们好
30480	31560	我马上要走啊
31560	33720	马上要走去开会
33720	35880	穿大马靴啊
35880	38080	是吧兄弟姐妹们
38080	40600	集合这个打拳动死
40600	42720	哈哈哈哈
42720	44280	哎呀共产党啊
44280	46320	咱不想现在乐祸
46320	48040	这就叫什么
48040	49680	权力集中啊
49680	50920	能干大事啊
50920	55240	这种骗人的这个这个所有的这种政治谎言啊
55240	56560	告诉中国人啊
56560	58720	权力集中能干大事
58720	60680	权力集中也能杀
60680	63120	像希特勒一样能杀死更多的人
63120	64120	是吧
64120	65520	是能干大事啊
65520	67960	也能杀死更多的人呐
67960	68920	对不对
68920	72000	而且官僚无知
72000	74000	低效工作
74000	78800	运动员一个世界级的一个这个这款马拉松会
78800	80760	能让运动员冻死21个人
80760	84360	以色列以巴战争发了几千发导弹
84360	86360	死了12个以色列人
86400	89040	这官党的杀死21个最优秀的运动员
89040	92160	最优秀的人啊
92160	93720	这就叫集中啊
93720	95560	权力干大事
95560	97680	集中资源干大事
97680	100520	资源都集中了谁还跟你干事呢
100520	102320	中间要不是放羊的农民
102320	105560	我们这草根的死更多人啊
105560	108960	真的是太多人无知到了极点啊
108960	111640	有些人竟深信不疑啊
111640	112480	说句老实话
112480	114840	有些人他就被害的轻啊
114840	117120	早晚死他家人的时候就老实了
117120	119240	就相信共产主义什么集中资源
119240	120400	集中权力干大事
120400	122400	什么毛毛蛋逻辑啊
122400	123760	另外一个兄弟姐妹们
123760	125200	要看到现在这个经济上
125200	126760	不是集中资源干大事吗
126760	128600	抢著集中租南坑去了
128600	131000	这最近这几天怎么样
131000	132920	大家记住民生不倒
132920	134840	招商不倒
134840	135760	平安不倒
135760	136760	中国经济不会倒
136760	139000	我说过包括油水银行
139000	140240	还在那边显微呢
140240	142760	民生银行我原来说1.7万亿
142760	144080	结果昨天人告诉我说
144080	145280	文贵你说太少了
145280	146640	三万亿找不著
147560	148600	弄不回来的
150000	151880	任何一个猪脑的人都知道
151880	153120	中国所有的资源
153120	156920	所有的财富就在那个不超过二百个家中手里控制了
158040	159160	你愿意当猪
159160	160040	你愿意当狗
160040	162560	你愿意愚人子愚啊
162560	164720	愚蠢的人自己愚弄自己
164720	166240	你自己去玩去
166240	168720	你不要带走所有的同胞
168720	171040	像这运动员这个事情就发生了问题
171040	173080	你就在冬奥会还会有吗
173080	175640	这样的中国还能搞冬奥会吗
175640	178160	都冻死个球的了
178160	179400	不但如此
179400	181720	大家看到是以毒灭共
181720	184120	英国伊丁沙白女王
184120	185760	法国总参谋长
185760	190800	法国的国家的所有过去亲共的亲共产党定的那帮王八蛋
190800	192160	都站出来开始说人话了
193240	196120	福奇昨天的真正的妥协的原因
196120	200520	就是因为他知道我们有第二个闫麟文博士在欧洲作证了
201440	202280	他太害怕了
202280	204240	他才出来说话了
204240	208800	但是我告诉大家闫麟文博士的功力还没发出来呢
208800	213440	第二个闫麟文博士的这样的神级的科学家还没开始
214880	220520	还有在中国的金融界会出来几十个科学家这样的人物来对付共产党
221880	222760	不但如此
222760	225760	印度已经清清楚楚的认识到
225760	227040	他不跟共产党干
227040	228760	共产党就会弄死他
228760	229840	日本也清楚
229840	230920	不是你妥协
