start	end	text
0	8000	我们不仅战友们要最关键的要团结在一起
8000	12000	我们要对这个世界有一个清醒的认知
12000	19000	前所未有对海外华人 对所有的有智慧的中国人
19000	22000	带来了个巨大的挑战
22000	26000	一个是机会 一个是灾难
26000	29000	跟着共产党走进火葬场
30000	33000	跟着新中国联邦团结在一起
33000	40000	获得着千载难逢的共产党灭亡前灭亡后的最大的利好
40000	44000	但是需要战友们做两件事
44000	50000	你是要想真的是占住这个人类优势以来最大的机会
50000	54000	你必须团结所有的中国人
54000	56000	尊重所有的中国人
56000	58000	真的为中国人呐喊
58000	61000	就像新中国联邦宣言一样
62000	63000	第二个事情
63000	66000	所有的中国人要清醒的认识到
66000	72000	要和世界西方的文明国家一定要团结在一起
73000	76000	紧紧的和西方的文明国家
76000	80000	和当地的政府合作团结在一起
80000	83000	让西方彻底的相信
83000	87000	新中国联邦人不等同于中国共产党
88000	94000	新中国联邦人绝对是西方可相信的未来的中国人的代表
95000	101000	新中国联邦人不仅可信可依赖而且可合作
102000	104000	最后打造让西方人知道
104000	108000	如果你想和中国人拥有一个永久的和平
108000	111000	你就要和新中国联邦人打交道
112000	114000	这就像刚才我说的
114000	116000	必须让海外的这
116000	120000	近百万的国际婚姻家庭的所有的
120000	122000	和中国人有关系的家庭
122000	123000	更加有尊严
123000	125000	更加有安全感
127000	130000	广泛的传播真正的中国的历史和文化
130000	132000	和中国的文明
134000	135000	所以说兄弟姐妹们
135000	139000	我们必须每个人发自内心的问问自己
139000	141000	你有准备好吗
141000	143000	你愿意这么做吗
144000	146000	这就是我们现在新中国联邦人
146000	149000	不能老把两眼睛盯着钱
149000	151000	你忘了这些东西
151000	153000	你忘了这些东西你盯着钱
153000	155000	最后你就失去了未来
157000	159000	所以说兄弟姐妹们
159000	162000	无论是G-Fansion G-Club
162000	165000	还是喜币喜美元喜联储
165000	168000	G-News G-TV 盖特
168000	170000	所有的这些发展的雏形
170000	173000	最后都会变成一个巨大的
173000	176000	经济金融
178000	179000	商业
180000	181000	信息
182000	183000	生产
184000	186000	和国际关系
186000	188000	最后转变为
188000	192000	最核心的人类的社会运行的基础
192000	194000	叫政治经济
196000	199000	现在我们正在做的是经济政治的雏形
199000	202000	未来它会变成政治经济
202000	204000	政治经济它就要有责任
204000	206000	它要有管理
206000	208000	它要有协调
208000	211000	而且必然是区域化
211000	212000	国家化
212000	214000	最后是国际化
215000	218000	这个时候需要一些国际化的人才
219000	221000	把整个G系列
221000	223000	把它的数据
223000	225000	信息
225000	227000	管理
227000	228000	管理
229000	230000	财富
230000	232000	相互的连接在一起
232000	235000	形成新中国联邦的雏形
237000	240000	现在多少人相信这些东西
240000	243000	有多少人是为了一个短暂的利益呢
244000	245000	最终在过程当中
245000	246000	就像我曾经说的
246000	248000	大部分人会被淘汰
248000	249000	或者掉队
250000	253000	但是会有50%甚至更多的人
253000	254000	我相信
254000	257000	一定会走向成功的喜马拉雅的山巅
258000	260000	这个过程是必然的
260000	262000	我们也必然要接受这个过程
262000	264000	最重要在过程当中
264000	267000	如何帮助更多的中国同胞
267000	270000	和我们实现最终的理想
270000	272000	像新中国联邦宣言一样
273000	274000	消灭共产党
274000	276000	消灭共产主义
276000	279000	消灭中国共产党在中国人心灵上
279000	282000	精神上直下的病毒
284000	286000	特别是要消除共产党这些年
286000	288000	在西方世界
289000	292000	播种的这些共产主义病毒
292000	295000	给西方展示了中国人最最不好的一面
295000	298000	傲慢 无知 爆发
298000	301000	之后展示给西方世界的这种
302000	305000	没人可以理解的这种疯狂的行动
305000	307000	我们必须要消除
310000	313000	特别是我们现在新中国联邦人
313000	315000	最重要的就是要团结
315000	318000	你们没有那么多人跟我一起参加
318000	321000	我们现在这些工程师团队的会议
322000	324000	如果你们跟我一起参加的时候
324000	326000	如果经历这个过程
326000	328000	你们就会看到一个新中国联邦的
329000	332000	它伟大的潜质和一个美好的未来
333000	334000	最早的时候
334000	337000	多少人看不好这些战友工程师
338000	340000	多少人互相去告状
341000	343000	经历了这几年的磨练
343000	347000	从最早的直播的战友的互相帮助
347000	349000	到最后的Twitter YouTube关掉
