start	end	text
0	2000	中文字幕组
30600	35000	哎呀 尊敬的战友们好 5月12号啊
35600	39600	从昨天晚上简单的大直播两小时
40100	45000	到现在全球股市 特别是比特币
46000	51700	又大概多少个人情家当产 家破人亡啊
52600	55800	好 不但如此啊 大家能看到
56400	61800	从昨天直播完到现在 更夸张的是
62600	68400	国内的所谓的股票 腾讯啊 茅台啊
69100	74600	还有所谓的那几个保险公司啊 房地产股啊
75500	78800	我的亲娘咧 毛毛麻弄了
79600	81400	这些人咋活也就有纳闷了
82000	84800	这个世界上没有比这再痛苦的
84800	90800	人活在人间 看到一大堆的资产 所谓的金钱
91800	93400	结果变成一大堆的债务
94000	97400	你想上天堂 走不了 下地狱你去不成
98600	103800	是人 钱在银行 上不了天堂 也入不了地狱
104400	107200	甚至连你家厨房你都去不了
108200	109800	这才是人间的悲哀呢
110300	114200	上厨房没吃的 喝汤喝酸 是吧
114400	117000	下地狱不让你死 你死了你全家都死
117000	119000	你也不敢死 像马云一样
119600	121600	想上天堂你太便宜了 是吧
121800	124200	你上天堂被你家人全都送地狱去
125000	126400	这是真正的可怕
127400	131600	钱在银行 钱在你的房地产上
132600	136800	一大堆房子 上不了天堂 入不了地狱 进不了厨房
137800	142400	你若不相信呢 咱们走著看
144200	147600	你若有本事 别被死喝酸
148200	150400	管你大爷谁呢 谁都吃汤喝酸
151000	154600	昨天有战友说 哎呀 吉克就在你说的时候
154800	159800	我的比特币又被空了 没办法 是吧
159800	160800	还有人做梦的
161600	165800	这个世界上 我觉得梦 用梦来骗人的
166200	168000	基本上比魔鬼还可怕
168600	172600	无论是希特勒 还是当年的所谓的罗马时期的
173000	179000	那几个大骗子 是吧 都是骗子 骗子
179600	182600	然后昨天的直播很开心 乱聊 乱聊
183600	186600	刚刚的锻炼完 今天的敏感好多了
187200	190400	很多战友发来太多吃鼻炎的了
190800	192400	太多告诉我办法了
193400	195400	哎呀我的妈 我就没法说了 什么招都有
196000	200000	就差让我喝童子尿了 就让我喝童子尿了
200400	203200	特别特别感谢 关键问题我觉得
203600	206400	这是一个适应过程 这过程就会过去了
206600	211200	所有战友给我出的办法 基本上都试过
211400	214600	所有战友给我能要的 这么大的医疗团队
214800	217800	全世界最好的医生都在曼哈顿呢 是吧
218000	221800	那还担心啥呢 不要担心 不要担心
