start	end	text
0	10000	好使了吗?开始了吗?
30000	46000	有声音了吗?有声音了吗?
46000	53000	啊!来了来了来了!来了来了!来了!来了!
53000	55000	萧琴来了!
55000	57000	尊敬的战友们好!非常非常抱歉!
57000	59000	今天这声音突然出问题了
59000	62000	约翰哥哥三天不整事
62000	64000	这就不拉倒
64000	66000	今天不愿约翰哥哥
66000	70000	昨天是跟这个好莱坞的音乐团队开会的时候
70000	73000	我把这个摄像机什么都调了
73000	74000	所以说出这个问题
74000	76000	这是我的问题啊
76000	77000	抱歉抱歉兄弟姐妹们
77000	78000	浪费了那么多时间
78000	80000	你说这家伙半小时
80000	83000	我得把这时间调一下
83000	85000	好!兄弟姐妹们
85000	90000	咱今天先这个简单的说一下
90000	93000	这个请兄弟姐妹认真听啊
93000	96000	七哥这是都是亲身经历的事情
96000	97000	才给大家说
97000	101000	例如说咱们现在爆料革命用的是媒体平台
101000	104000	而且大量的这个电子设备
104000	106000	每天爆落手机啊
106000	108000	在这发信息
108000	109000	我现在告诉大家
109000	111000	我已经说过好多次了
111000	113000	一定要相信七哥说的话
113000	116000	手机对人的伤害极为重要
116000	118000	极为重要
118000	121000	特别第一个防的直接是眼睛
121000	123000	直接是眼睛
123000	125000	就你看我这个眼睛啊
125000	126000	我让你们看一下
126000	128000	你看我这个眼睛现在红的
128000	129000	你看看
129000	130000	你看看
130000	132000	谁说那个墨镜装酷
132000	133000	在这块装
133000	134000	在这块装
134000	136000	在这块盖住啊
136000	139000	就是这个眼睛痒都不行
139000	140000	当然是花粉的问题
140000	143000	同时我必须得戴眼镜
143000	146000	就这个光现在弄的这个照那么厉害
146000	147000	眼睛就干
147000	151000	最重要的事情我没给大家讲呢
151000	153000	我哪天开讲这个手机的时候
153000	155000	我相信你们很多人把手机都扔一边去啊
155000	157000	那么为什么
157000	163000	在这个1997年的时候
163000	164000	当时啊
164000	167000	那都是不是这个数字手机的时候
167000	169000	全部都是摩托拉拉的时候
169000	172000	这个我亲自看到了模拟手机
172000	175000	加大手机的辐射
175000	177000	怎么伤害对方
177000	179000	当时的共匪干的事啊
179000	180000	共匪干的事
180000	183000	那个时候监听手机简直是一如反掌
183000	185000	像一个对讲机似的
185000	186000	放在那儿
186000	187000	周围的对讲机
187000	190000	手机都能听到
190000	191000	这个能听到
191000	193000	绝大多数都是谈恋爱的
193000	194000	都是在那块
194000	197000	从那个你听完那个系统以后
197000	198000	你知道人与人之间
198000	199000	说句实在话
199000	201000	我不相信什么有绝对的忠诚
201000	203000	因为你听过那个
203000	206000	因为当时就是看到过这个东西
206000	209000	就是当时那所谓的国安的人
209000	211000	在那块弄来弄去的
211000	213000	哇塞我说还有这个
213000	214000	吓得我都不敢用手机了
214000	217000	后来大家知道都有了这个数字手机
217000	221000	当时你知道国家安全部就在那个盘古地下室
221000	222000	我进去过
222000	223000	我看过
223000	225000	那个听大家的手机
225000	227000	不管你是一万五千里的美国
227000	228000	还是任何地方
228000	229000	跟玩似的
229000	231000	但是他们说
231000	235000	苹果手机新款的它听不了
235000	237000	就是说如果一旦有新款了
237000	239000	老款就能听得了
239000	242000	那么我问过安全部的
242000	243000	什么样手机最安全
243000	244000	电脑
244000	247000	他说除了苹果电脑苹果手机外
247000	249000	任何一款电脑
249000	252000	任何一个手机随便听
252000	255000	后来你们知道他们进口那个
255000	258000	Zero Speed
258000	260000	还有Zero Hatch
260000	264000	就是零的那个黑客软件
264000	267000	这个软件在以色列发明的
267000	269000	这个软件值多少钱呢
269000	273000	当时要大概三千万到五千万
273000	275000	国家安全部买回去以后
275000	276000	就把那个东西开始复制
276000	278000	现在连派出所都有
278000	281000	就是苹果手机原来还给你发个信息
281000	283000	你要点击才能听你的
283000	285000	但现在想听谁听谁的
285000	288000	但唯一的是新款手机和新款电脑
288000	289000	比较难
289000	290000	不太稳定
290000	292000	特别远在美国就不太稳定了
292000	295000	在国内就完全可以
295000	296000	所以呢
296000	297000	国安的人说
297000	299000	你想安全啊
299000	302000	你就买个苹果手机用吧
302000	304000	经常换换
304000	306000	但是最重要的最后一句
306000	308000	他说手机
308000	312000	我们是可以控制通过手机的辐射
312000	313000	控制辐射
313000	314000	伤害你的身体
314000	315000	让你得癌症
315000	317000	甚至让你变瞎子
317000	320000	我当时我以为他吹牛
320000	324000	后来这个哥们认真给我说了
324000	325000	他说你看我们手机
325000	328000	都是放在一个反屏蔽的袋子里面去
328000	329000	那么头一段时间
329000	330000	他就说
330000	333000	头一段时间有一个莫名其妙的人
333000	335000	突然就给我打一电话
335000	337000	上面显示一显示号
337000	338000	我知道是国内来的
338000	339000	我就接了
339000	340000	一接说
340000	341000	因为他懂啊
341000	343000	他说七哥
343000	344000	我叫你个名字
344000	346000	你就知道我是哪儿人了
346000	348000	一叫我这个名字
348000	349000	一叫我说
349000	351000	文贵七哥
351000	352000	这个大兴
352000	354000	什么五元国有十分
354000	356000	国内这份是大兴的
356000	357000	我说你啥意思
357000	359000	七哥你的手机要注意
359000	361000	现在我们有一个部门
361000	363000	专门控制你所有的手机
363000	365000	就是加大辐射
365000	367000	对你的伤害
367000	369000	我现在这手机
369000	371000	只要对准我近一点
371000	372000	鼻涕一把泪一把
372000	374000	啪啦啪啦就下来了
374000	375000	大家你们想想
375000	377000	只要你晚上
377000	378000	白天你试试
378000	380000	你把手机对著你的脸以后
380000	382000	你很快你就鼻涕一把泪一把
382000	385000	电手机的手机
385000	389000	电手机的本身辐射就是问题
389000	391000	加大的辐射对你身体和眼睛
391000	392000	是巨大的伤害
392000	394000	所以今天我建议大家
