start	end	text
0	2000	我再录第二段
2000	4000	另外一个现在关于国内的经济
4000	6000	大家先看到了
6000	8000	国内的经济到了什么程度
8000	10000	民生银行
10000	12000	所有的老底都会被掀出来
12000	14000	民生爆盘
14000	16000	徐家印爆盘
16000	20000	这几个大的地产公司全爆盘
20000	22000	然后都像海航一样
22000	24000	撑个两到三年
24000	26000	稀里哗啦稀里哗啦死掉
26000	28000	然后会看到国有的银行爆盘
28000	30000	这个时候就是中国的失业率
30000	32000	从一亿失业率
32000	34000	过去的这两三年
34000	36000	会达到将近1.5亿的失业率的时候
36000	38000	整个城市当中
38000	40000	每个城市当中
40000	42000	大概是三个人有一个失业的
42000	44000	或者两人就有一个失业的
44000	46000	这个时候
46000	48000	中共的经济你就记住了
48000	50000	坑门拐骗偷
50000	52000	最后坑门拐骗偷抢
52000	54000	最后坑门拐骗偷抢到烧
54000	56000	最后坑门拐骗偷抢到烧
56000	58000	坑门拐骗偷抢到烧
58000	60000	坑门拐骗偷抢到烧
60000	62000	到整个共产党
62000	64000	干起来了
64000	66000	肯定吗
66000	68000	这房子倒了
68000	70000	房市倒了车市倒了
70000	72000	谁还贷款呢金融款了
72000	74000	这个时候共产党可能
74000	76000	就真是要对台湾要动手了
76000	78000	到香港要掠夺了
78000	80000	中国人不打中国人就打台湾
80000	82000	台湾不是中国人嘛
82000	84000	然后中国政府
84000	86000	绝不在香港拿一本钱
86000	88000	要你的命把你所有钱都拿走
88000	90000	因为你死了嘛
90000	92000	然后在全世界上说
92000	94000	中国人永远
94000	96000	不去输出革命
96000	98000	永远不去占有土地
98000	100000	最后他一定去
100000	102000	想办法去烧杀抢掠
102000	104000	这个时候世界才能醒来
104000	106000	就像现在懦弱的日本
106000	108000	他就知道了
108000	110000	我只有跟他拼个你死我活
110000	112000	我才有活下去的机会
112000	114000	不灭共产党他们就灭我
114000	116000	然后欧洲北约知道
116000	118000	原来共产党不仅要灭美国
118000	120000	他是要灭白人连我也灭
120000	122000	所以说也得上
122000	124000	澳大利亚会发现光喊不行
124000	126000	以为跟他喊喊就给我弄点铁的交易了
126000	128000	我得动手最后他动手了
128000	130000	然后英国就更不用提了
130000	132000	英国这帮傻货他
132000	134000	只有跟著美国干
134000	136000	这个时候才能醒来
136000	138000	经济不崩塌
138000	140000	内部政治不出突发事件
140000	142000	独的事情不引起全世界
142000	144000	更多重视或者死更多人
144000	146000	或者全世界醒过来
146000	148000	共产党有解药要解药
148000	150000	然后美国没有
150000	152000	清楚的认识到对美国的威胁
152000	154000	已经不是超限战那么简单
154000	156000	他就在战争中
156000	158000	没有这些事情的发生
158000	160000	唤醒不了全世界上的
160000	162000	犹太人
162000	164000	犹太人毕竟是美国媒体的
164000	166000	所有的90的控制者
166000	168000	影响不了基督教人
168000	170000	他毕竟基督教人是
