start	end	text
0	6000	5月6號 尊敬的戰友們好
6000	8000	今天5月6號啊
8000	11000	哎呀 兄弟姐妹們 剛剛健完身啊
11000	15000	這個 從這兩天你看到啊
15000	18000	美國的多個重量級的議員
18000	20000	還有前官員
20000	22000	以及縣政府官員
22000	25000	都在聯名 署名
25000	27000	今天晚上 就在這
27000	28000	就在這個對面
28000	29000	帕勒斯酒店
29000	32000	過去川普總統的這個酒店
32000	34000	後來離婚以後 送給了前妻了
34000	35000	一萬卡帆娘了
35000	36000	這個地方
36000	39000	對面 咱們開1120的Peer酒店
39000	40000	這都是世界上
40000	42000	當年 愛迪生
42000	43000	愛迪生在這發布
43000	44000	摩根
44000	47000	這些人在這幹事的地方 是吧
47000	50000	這個角 叫Diamond Corner
50000	52000	那麼 都在這 有兩個大的一個
52000	54000	所謂的籌款
54000	55000	所以說戰友們啊
55000	57000	以毒滅共這個詞
57000	59000	那不是說你說出來的
59000	61000	那不是說那欺民賊啊
61000	63000	過去想一出是一出
63000	64000	他沒有結果
64000	65000	沒有勞動
65000	67000	他也沒有執行
67000	68000	他更沒有團隊
68000	69000	那就沒用了
69000	71000	這個以毒滅共這個詞
71000	72000	那不是說
72000	73000	你說出來的
73000	74000	那不是說
74000	75000	那欺民賊啊
75000	77000	過去想一出是一出
77000	78000	他沒有結果
78000	79000	沒有勞動
79000	81000	他也沒有執行
81000	82000	他更沒有團隊
82000	83000	那就沒用了
83000	85000	這個以毒滅共 你得有行動
85000	88000	你得有智慧
88000	92000	你得真正的有團隊來落實這個事
92000	93000	這才行
93000	94000	所以說我幹事情
94000	95000	我是第一
95000	96000	想明白
96000	98000	一定要把想的時間
98000	101000	越長 多長都沒問題
101000	102000	讓它想明白
102000	103000	想完以後
103000	104000	毫不猶豫的去幹
104000	106000	越快越好
106000	109000	我最討厭的就是中國人相信你知道
109000	111000	穩 準 狠
111000	112000	啥叫穩啊
112000	113000	就是窩囊肺
113000	115000	用那個穩把自己穩了一輩子
115000	117000	然後為了這個
117000	119000	然後這個穩勁過了
119000	120000	這個窩囊肺找了個理由
120000	121000	我得弄準
121000	122000	然後呢
122000	123000	又給了自己個理由
123000	124000	又半輩子
124000	125000	又下一輩子沒了
125000	127000	然後再變成狠
127000	128000	最後就是什麼
128000	129000	沒了 結束了
129000	130000	啥也沒有
130000	132000	實際上穩 準 狠這個詞
132000	133000	你看你怎麼想
133000	135000	怎麼解釋
135000	138000	如果把穩 準 狠用好的話
138000	141000	真正的是高人你有這個能力
141000	143000	能駕馭 能識別穩
143000	146000	你有這個能力能駕馭住準
146000	148000	你才配得上狠
148000	151000	很多人就給自己的失敗找理
151000	152000	找藉口
152000	153000	無所謂了
153000	155000	在Loser身上浪費一秒鐘
155000	157000	都是最大的愚蠢的行動
157000	158000	所以咱不說了
158000	161000	那麼現在大家看到了
161000	162000	澳洲
162000	164000	老共和澳洲要脫鉤
164000	166000	威脅澳洲
166000	167000	這就像啥
167000	168000	就像那個殖民賊
168000	169000	還有九指一二一樣
169000	170000	我不給你幹了
170000	173000	我要自己成立爆料革命去了
173000	175000	我要成立撒幣
175000	176000	都一樣
176000	178000	你看這殖民賊
178000	179000	什麼Sara
179000	182000	九指一要搞什麼GTV
182000	183000	要搞直播
183000	185000	要搞網站
185000	187000	這要搞撒幣
187000	189000	還有那些過去的你看N個人
189000	190000	加拿大的
190000	191000	還有什麼人的
191000	192000	搞網站的
192000	195000	大家記得2017年吧
195000	197000	多少人都要搞什麼
197000	199000	什麼這網站那網站
199000	200000	推薦這軟件那軟件
200000	201000	有多少人
201000	205000	你占有一個城市的嗎
205000	207000	所以說
207000	208000	現在你能看得出來
208000	209000	就共產黨玩了一招
209000	211000	我不跟你澳大利亞玩了
211000	213000	你家生鐵礦嗎
213000	215000	我不跟你澳大利亞做這生意了
215000	217000	你家有農業嗎
