start	end	text
1000	3000	尊敬的战友们好
3000	6000	6月9号 6月9号
6000	8000	我说赶快还是要发个盖特啊
8000	10000	因为太多战友不发盖特
10000	12000	觉得不舒服啊
12000	14000	七哥还是发一下吧
15000	17000	这个马上我就时间不多啊
17000	18000	兄弟姐妹们
18000	20000	关于是南京啊
20000	21000	复旦大学出事啊
21000	23000	很多战友给我发信息啊
23000	25000	包括现在这个福奇啊
25000	26000	还有各院校啊
26000	28000	欧洲啊
28000	29000	兄弟姐妹们
29000	32000	我记得头一段时间关于欧中协议
32000	34000	结束以后告诉大家
34000	35000	大家没明白
35000	37000	欧中协议对老共的打击有多大
39000	40000	大家去想一想
40000	42000	欧中协议几乎是
42000	44000	共产党抗衡美国
44000	46000	最后的一个希望
47000	50000	欧中协议的结束对他们影响太大了
51000	53000	我毫不夸张的说
53000	55000	没有我们欧中协议
55000	56000	绝对结束不了
57000	59000	以后的故事多了
59000	60000	很多人跟他说
60000	61000	咱吹牛是吧
61000	62000	按吹牛
62000	63000	按吹牛啊
63000	64000	按吹拱牛
64000	65000	啥牛都吹
65000	66000	总不著
66000	68000	战友们记住
68000	69000	欧中协议
69000	70000	关键
70000	72000	关于这个院校的问题
72000	74000	大家知道和欧中协议啥关系吗
75000	77000	过去的这三十年
77000	79000	共产党培养的人才
79000	81000	最多的美国和欧中
83000	84000	欧中协议的结束
84000	86000	就是欧中的对抗
86000	88000	欧中的对抗是
88000	91000	中国共产党对欧洲的威胁
91000	92000	制裁
92000	93000	打击
93000	95000	对官员的收买
95000	97000	蓝金黄
97000	99000	包括要输送共产主义
99000	101000	欧洲人已经觉醒了
101000	104000	就像我展示给德国政府看的
105000	107000	我说只要你签欧中协议
107000	108000	你记住
108000	110000	它一定要求你做本币互换
110000	111000	也就拿人民币互换
111000	113000	人民币就是明币
114000	116000	而且特别的要求
116000	117000	一些技术上
117000	119000	特别是德国人看好的
119000	121000	所谓的华为5G上
121000	123000	一定不会答应你的要求
123000	127000	而且它要把数据中心和技术留在中国
127000	128000	怎么样
128000	130000	最后怎么发现了这个秘密
130000	131000	对吧
131000	133000	那么现在关于学校的事情
133000	134000	战友们知道吗
134000	137000	这么强大的美国3.5亿人口
137000	139000	它有多少学校知道吗
140000	144000	官方4600个学校
144000	146000	事实上美国多少人知道吗
146000	148000	7000个大学
149000	151000	中共国14亿人口也好
